Name_Unificado,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
"""Nuke It""",,,,,
#IDARB,,,,,
#killallzombies,,,,,
'70s Robot Anime: Geppy-X,,,,,
'98 Koshien,0.15,0.1,0.12,0.03,0.41
'99 Koshien,,,,,
'Splosion Man,,,,,
(c-12) Final Resistance,,,,,
- Arcane RERaise -,,,,,
- Arcane Raise -,,,,,
- Arcane preRaise -,,,,,
...Iru!,,,,,
.deTuned,,,,,
Digital Keiba Shinbun My Trick Man,,,,,
Digital Monster Ver. WonderSwan,,,,,
Digital Monsters Ver. S: Digimon Tamers,,,,,
Digital Monsters: D Project,,,,,
Digital Partner,,,,,
Digital Pinball: Necronomicon,,,,,
Digitars: Magnificent Flying Funfair,,,,,
Dilbert's Desktop Games,,,,,
Dillon's Dead-Heat Breakers,,,0.0,,0.0
Dillon's Rolling Western,,,,,
Dillon's Rolling Western: The Last Ranger,,,,,
Diluvion,,,,,
Dimension Drive,,,,,
Dimensity,,,,,
Diner,,,,,
Diner Dash,,,,,
Diner Dash 2,,,,,
Diner Dash: Flo on the Go,0.13,0.0,,0.01,0.14
Diner Dash: Hometown Hero,,,,,
Diner Dash: Seasonal Snack Pack,,,,,
Diner Dash: Sizzle & Serve,0.44,0.02,,0.04,0.5
DinerTown Tycoon,,,,,
Dink Smallwood,,,,,
Dinner Date,,,,,
Dino Adventure,,,,,
Dino Breeder,,,,,
Dino Breeder 2,,,,,
Dino Breeder 3,,,,,
Dino Breeder 4,,,,,
Dino Crisis,,,,,
Dino Crisis 2,,0.0,,0.0,0.0
Dino Crisis 3,0.08,0.03,0.03,0.0,0.14
Dino Crisis 5th Anniversary,,,,,
Dino D-Day,,,,,
Dino Dini's Kick Off Revival,,0.02,,0.0,0.03
Dino Dini's Soccer,,,,,
Dino Hunter: Deadly Shores,,,,,
Dino King Battle: Taiko Kara no Hyouryuusha,,,,,
Dino Land,,,,,
Dino Master: Dig Discover Duel,0.06,0.0,,0.0,0.07
Dino Pets,0.05,0.0,,0.0,0.06
Dino Stalker,0.07,0.06,0.08,0.02,0.22
Dino Strike,,,,,
Dino Wars,,,,,
DinoCity,,,,,
DinoPark Tycoon,,,,,
Dinolympics,,,,,
Dinosaur Hunt,,,,,
Dinosaur Hunt First Blood,,,,,
Dinosaur Hunt Puzzle,,,,,
Dinosaur Hunting,,,,,
Dinosaur King,,,,,
Dinosaurs for Hire,,,,,
Dinotopia: The Sunstone Odyssey,0.02,0.0,,0.0,0.03
Dinotopia: The Timestone Pirates,0.14,0.05,,0.0,0.19
Diplomacy,,0.0,,0.0,0.0
Direct Hit: Missile War,,,,,
Dirge of Cerberus: Final Fantasy VII,0.46,,0.51,,0.97
Dirt Track Devils,,,,,
Dirt Trax FX,,,,,
Dirty Bomb,,,,,
Dirty Harry,,,,,
Dirty Larry: Renegade Cop,,,,,
Dirty Racing,,,,,
Disaster Report,0.03,0.02,0.15,0.01,0.21
Disaster Report 4 Plus: Summer Memories,,,0.05,,0.05
Disaster: Day of Crisis,,0.03,0.04,0.0,0.07
Disc Derby,,,,,
Disc Jam,,,,,
Disciples II DS,,,,,
Disciples II: Dark Prophecy,,,,,
Disciples II: Gallean's Return,,,,,
Disciples II: Gold Edition,,,,,
Disciples II: Guardians of the Light,,,,,
Disciples II: Rise of the Elves,,,,,
Disciples II: Servants of the Dark,,,,,
Disciples III Gold,,,,,
Disciples III: Renaissance,,0.01,,0.0,0.02
Disciples III: Resurrection,0.01,0.0,,0.0,0.01
Disciples: Sacred Lands,,,,,
Disciples: Sacred Lands - Gold Edition,,,,,
Discipline,,,,,
Disco Dodgeball Remix,,,,,
Disco Elysium,,,,,
Discolight,,,,,
Discover Europe,,0.01,,0.0,0.01
Discover our Earth,,,,,
Discovery,,,,,
Discovery Kids: Dolphin Discovery,0.2,0.0,,0.01,0.22
Discovery Kids: Kitten Corner,0.42,,,0.03,0.45
Discovery Kids: Parrot Pals,0.07,,,0.01,0.07
Discovery Kids: Pony Paradise,0.19,,,0.01,0.21
Discovery Kids: Puppy Playtime,0.3,,,0.02,0.33
Discovery Kids: Snake Safari,0.02,,,0.0,0.02
Discovery Kids: Spider Quest,0.07,,,0.01,0.08
Discovery! A Seek & Find Adventure,,,,,
Discs of Tron,,,,,
Discworld,0.04,0.02,,0.0,0.06
Discworld II: Missing Presumed...?!,,,,,
Discworld II: Mortality Bytes!,0.01,0.01,,0.0,0.02
Discworld Noir,,0.0,,,0.0
Disgaea 1 Complete,0.07,0.01,0.02,0.01,0.13
Disgaea 2 PC,,,,,
Disgaea 2: Cursed Memories,0.09,0.07,0.15,0.02,0.33
Disgaea 2: Dark Hero Days,0.1,0.01,0.12,0.02,0.25
Disgaea 3: Absence of Detention,0.11,0.06,0.07,0.04,0.29
Disgaea 3: Absence of Justice,0.36,0.03,0.11,0.05,0.55
Disgaea 4: A Promise Unforgotten,0.30000000000000004,0.14,0.22000000000000003,0.08,0.74
Disgaea 5 Complete,0.15,0.11,0.05,0.02,0.34
Disgaea 5: Alliance of Vengeance,0.15,0.08,0.07,0.05,0.35
Disgaea D2,0.09,0.0,0.1,0.02,0.22
Disgaea DS,0.11,0.01,0.05,0.01,0.18
Disgaea Infinite,0.08,,0.01,0.02,0.1
Disgaea PC,,,,,
Disgaea: Afternoon of Darkness,0.15,0.02,0.04,0.02,0.24
Disgaea: Hour of Darkness,0.16,0.13,,0.04,0.33
Dishaster,,,,,
Dishonored,2.05,1.23,0.05,0.46,3.7800000000000002
Dishonored 2,1.17,1.5,0.01,0.41,3.09
Dishonored: Death of the Outsider,0.17,0.24,,0.060000000000000005,0.47000000000000003
Dishonored: Definitive Edition,0.25,0.26,0.02,0.08,0.61
Disney Art Academy,0.04,0.06,0.1,0.01,0.2
Disney Channel Collection Vol. 1,0.08,0.03,,0.0,0.11
Disney Channel Collection Vol. 2,,,,,
Disney Channel: All Star Party,0.18,0.08,,0.03,0.28
Disney Checkout Challenege,,,,,
Disney City Girl,,,,,
Disney Epic Mickey,2.04,0.63,0.12,0.23,3.02
Disney Epic Mickey 2: The Power of Two,1.33,0.64,0.01,0.24,2.2199999999999998
Disney Epic Mickey: The Power of Illusion,0.0,0.03,,,0.03
Disney Fairies: Tinker Bell,0.85,0.51,0.01,0.15,1.52
Disney Fairies: Tinker Bell and the Great Fairy Rescue,0.17,0.12,,0.03,0.33
Disney Fairies: Tinker Bell and the Lost Treasure,0.57,0.35,0.02,0.1,1.03
Disney Fireworks,,,,,
Disney Friends,0.12,0.03,,0.01,0.17
Disney Golf,0.07,0.06,0.02,0.02,0.17
Disney Guilty Party,0.42,,,0.03,0.45
Disney Hidden Worlds,,,,,
Disney Infinity,3.23,1.48,,0.58,5.28
Disney Infinity 2.0: Marvel Super Heroes,2.32,1.36,,0.54,4.23
Disney Infinity 3.0,1.4,1.19,,0.37,2.95
Disney Magic Castle: My Happy Life,0.17,0.2,0.53,0.03,0.94
Disney Magic World 2,0.07,0.25,0.23,0.02,0.58
Disney Magical World 2: My Happy Life,,,,,
Disney Planes Fire & Rescue,0.02,0.13,,0.01,0.17
Disney Princess,1.04,0.37,,0.06,1.47
Disney Princess: Enchanted Journey,1.33,0.12,,0.13,1.58
Disney Princess: Enchanting Storybooks,0.32,0.13,,0.04,0.51
Disney Princess: Magical Jewels,1.12,0.2,,0.12,1.44
Disney Princess: My Fairytale Adventure,,0.0,,0.0,0.0
Disney Princess: Royal Adventure,,,,,
Disney Princess: Royal Horse Show,,,,,
Disney Sing It,1.7,0.57,,0.24,2.52
Disney Sing It! High School Musical 3: Senior Year,0.58,0.51,,0.45,1.54
Disney Sing It: Family Hits,0.49,0.21000000000000002,,0.07,0.76
Disney Sing It: Party Hits,0.58,0.11,,0.060000000000000005,0.75
Disney Sing It: Pop Hits,1.34,0.36000000000000004,,0.37,2.08
Disney Sports Basketball,0.02,0.0,,0.0,0.03
Disney Sports Football,0.02,0.01,,0.0,0.04
Disney Sports Motocross,0.0,,,,0.0
Disney Sports Skateboarding,0.1,0.03,,0.0,0.13
Disney Sports Snowboarding,0.0,0.0,,,0.0
Disney Sports Soccer,0.05,0.02,,0.0,0.06
Disney Stitch Jam,0.07,,0.16,0.01,0.24
Disney TH!NK Fast: The Ultimate Trivia Showdown,0.45,0.22,0.01,0.08,0.77
Disney Tangled,0.99,0.54,,0.14,1.6600000000000001
Disney Tsum Tsum Festival,,,,,
Disney Universe,1.34,0.65,,0.24,2.25
Disney Violetta: Rhythm & Music,,0.0,,0.0,0.0
Disney Wheres My Valentine?,,,,,
Disney's 101 Dalmatians II: Patch's London Adventure,,,,,
Disney's 102 Dalmatians: Puppies to the Rescue,0.34,0.23,,0.04,0.62
Disney's A Christmas Carol,0.21,0.01,,0.02,0.24
Disney's Aladdin,0.02,0.01,,0.0,0.03
Disney's Aladdin (GBC),,,,,
Disney's Aladdin in Nasira's Revenge,0.05,0.04,,0.01,0.09
Disney's American Dragon Jake Long: Attack of the Dark Dragon,0.15,,,0.01,0.16
"Disney's American Dragon: Jake Long, Rise of the Huntsclan",,,,,
Disney's Ariel the Little Mermaid,,,,,
Disney's Ariel: The Little Mermaid,,,,,
Disney's Atlantis: The Lost Empire,0.19,0.1,,0.01,0.29000000000000004
Disney's Atlantis: The Lost Empire - The Search for the Journal,,,,,
Disney's Beauty and the Beast,,,,,
Disney's Beauty and the Beast Activity Center,,,,,
Disney's Beauty and the Beast: Belle's Quest,,,,,
Disney's Beauty and the Beast: Roar of the Beast,,,,,
Disney's Bonkers,,,,,
Disney's Bonkers: Wax Up!,,,,,
Disney's Brother Bear,0.28,0.1,,0.01,0.39
Disney's Brother Bear / Disney Princess,,,,,
Disney's Chicken Little,1.13,0.51,,0.09999999999999999,1.76
Disney's Chicken Little: Ace In Action,0.15,0.0,,0.01,0.16
Disney's Chicken Little: Ace in Action,,,,,
Disney's Chip 'n Dale: Rescue Rangers,,,,,
Disney's Chip 'n Dale: Rescue Rangers 2,,,,,
Disney's Cinderella: Magical Dreams,0.1,0.04,,0.0,0.14
Disney's Dinosaur,,,,,
Disney's Donald Duck Advance,0.05,0.02,,0.0,0.07
Disney's Donald Duck: Goin' Quackers,0.23,0.12,,0.02,0.37
Disney's Doug: Doug's Big Game,,,,,
Disney's DuckTales,,,,,
Disney's DuckTales 2,,,,,
Disney's Extreme Skate Adventure,0.53,0.24,,0.05,0.8300000000000001
Disney's Goof Troop,,,,,
Disney's Hercules,,,,,
Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,0.23,0.15,,0.03,0.4
Disney's Hide & Sneak,0.03,0.01,,0.0,0.03
Disney's Home on the Range,0.12,0.04,,0.0,0.17
Disney's Kim Possible 2: Drakken's Demise,0.47,0.17,,0.01,0.66
Disney's Kim Possible 3: Team Possible,0.33,0.12,,0.01,0.46
Disney's Kim Possible: Global Gemini,0.05,0.01,,0.0,0.06
Disney's Kim Possible: Kimmunicator,0.11,0.01,,0.01,0.13
Disney's Kim Possible: Revenge of Monkey Fist,0.37,0.14,,0.01,0.51
Disney's Kim Possible: What's the Switch?,,,,,
Disney's Lilo & Stitch,0.77,0.29,,0.02,1.08
Disney's Lilo & Stitch 2: Hamsterveil Havoc,0.27,0.1,,0.01,0.38
Disney's Little Einsteins,0.01,0.0,,0.0,0.01
Disney's Magical Mirror Starring Mickey Mouse,0.15,0.04,,0.01,0.19
Disney's Magical Quest 2 Starring Mickey and Minnie,0.05,0.02,,0.0,0.06
Disney's Magical Quest 3 Starring Mickey and Donald,0.02,0.01,,0.0,0.02
Disney's Magical Quest Starring Mickey and Minnie,0.16,0.06,,0.0,0.22
Disney's Meet The Robinsons,,,,,
Disney's Meet the Robinsons,0.29000000000000004,0.01,,0.02,0.33
Disney's Mulan,,,,,
Disney's PK: Out of the Shadows,0.1,0.060000000000000005,,0.02,0.16999999999999998
Disney's Party,0.09,0.03,,0.0,0.12000000000000001
Disney's Peter Pan: Return to Never Land,0.08,0.03,,0.0,0.11
Disney's Peter Pan: The Legend of Never Land,,,,,
Disney's Pinocchio,,,,,
Disney's Planes,0.36,0.23,,0.06,0.65
Disney's Pocahontas,,,,,
Disney's Pooh's Party Game: In Search of the Treasure,,,,,
Disney's Stitch: Experiment 626,0.15,0.12,,0.04,0.31
Disney's Story Studio: Disney's Mulan,0.09,0.06,,0.01,0.15
Disney's TaleSpin,,,,,
Disney's Talespin,,,,,
Disney's Tarzan,0.16,0.04,,0.0,0.2
Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,0.69,0.47,,0.08,1.23
Disney's Tarzan Untamed,0.34,0.2,,0.05,0.59
Disney's Tarzan: Return to the Jungle,0.25,0.09,,0.01,0.35
Disney's The Emperor's New Groove,0.17,0.12,,0.02,0.31
Disney's The Haunted Mansion,0.33,0.18000000000000002,,0.05,0.55
Disney's The Hunchback of Notre Dame,,,,,
Disney's The Jungle Book,0.07,0.03,,0.0,0.1
Disney's The Lion King 1 1/2,,,,,
Disney's The Lion King: Classic Game Collection,,,,,
Disney's The Lion King: Simba's Mighty Adventure,0.08,0.06,,0.01,0.15
Disney's The Little Mermaid II,,,,,
Disney's The Little Mermaid II Pinball Frenzy,,,,,
Disney's The Little Mermaid: Ariel's Undersea Adventure,0.72,0.03,,0.06,0.81
Disney's The Little Mermaid: Magic in Two Kingdoms,,,,,
Disney's Timon & Pumbaa's Jungle Games,,,,,
Disney's Treasure Planet,0.36,0.2,,0.05,0.6100000000000001
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,0.2,0.09,,0.02,0.33
Disney's Winnie the Pooh's Rumbly Tumbly Adventure & Rayman 3,,,,,
Disney/Pixar Collection,,,,,
Disneyland Adventures,0.05,0.01,,0.01,0.07
Disorder 6,,,0.01,,0.01
Disruptor,0.07,0.05,,0.01,0.13
Dissidia 012: Duodecim Final Fantasy,0.21,0.13,0.46,0.09,0.89
Dissidia Duodecim Prologus Final Fantasy,,,,,
Dissidia Final Fantasy NT,0.19,0.06,0.16,0.05,0.46
Dissidia: Final Fantasy,,,,,
Dissidia: Final Fantasy (Arcade),,,,,
Dissidia: Final Fantasy Universal Tuning,,,0.06,,0.06
Distance,,,,,
Distant Worlds: Universe,,,,,
Diva Girls: Diva Dancers,,0.0,,0.0,0.0
Diva Girls: Divas on Ice,0.12000000000000001,0.0,,0.01,0.14
Diva Girls: Making the Music,,,,,
Dive: The Medes Islands Secret!,,,,,
DiveBomb Chomp,,,,,
Divekick,,,,,
Diver's Dream,,,,,
Divergent Shift,,,,,
Divine Divinity,,0.0,,0.0,0.0
Divine Gate,,,,,
Divine Justice Zero,,,,,
Divine Sealing,,,,,
Divine Slice of Life,,,,,
Divine Souls,,,,,
Divinity II: Ego Draconis,0.19,0.09,,0.03,0.31
Divinity II: Flames of Vengeance,,0.02,,0.0,0.03
Divinity II: The Dragon Knight Saga,0.11,0.02,,0.01,0.13
Divinity: Dragon Commander,,,,,
Divinity: Original Sin,0.19,0.16,0.04,0.060000000000000005,0.44000000000000006
Divinity: Original Sin 2,,,,,
Divinity: Original Sin II,0.07,0.08,,0.02,0.16
Division Omega,,,,,
Dizzel,,,,,
DmC Devil May Cry,0.51,0.42,0.2,0.14,1.26
DmC Devil May Cry: Definitive Edition,0.21,0.17,,0.060000000000000005,0.45999999999999996
Do Not Fall,,,,,
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,,,0.04,,0.04
DoDonPachi,,,,,
DoDonPachi Dai-Oujou,,,,,
DoDonPachi Dai-Oujou: Black Label Extra,,,0.02,,0.02
DoDonPachi Daifukkatsu: Black Label,,,0.01,,0.01
DoDonPachi Resurrection,,0.04,,0.01,0.05
DoDonPachi Saidaioujou,,,0.01,,0.01
DoReMi Fantasy: Milon no DokiDoki Daibouken,,,,,
DoReMi Fantasy: Milon's DokiDoki Adventure,,,,,
Doala de Wii,,,0.0,,0.0
Doc Clock: The Toasted Sandwich of Time,,,,,
Doc Louis's Punch-Out!!,,,,,
Dock'em,,,,,
Doctor Fizzwizzle's Animal Rescue,0.0,,,0.0,0.0
Doctor Hauzer,,,,,
Doctor Lautrec and the Forgotten Knights,0.07,0.05,0.03,0.01,0.17
Doctor Who,,,,,
Doctor Who And The Warlord,,,,,
Doctor Who: Evacuation Earth,,0.13,,0.02,0.15
Doctor Who: Return to Earth,,0.16,,0.02,0.18
Doctor Who: The Adventure Games Episode 1: City of the Daleks,,,,,
Doctor Who: The Adventure Games Episode 2: Blood of the Cybermen,,,,,
Doctor Who: The Adventure Games Episode 3,,,,,
Doctor Who: The Adventure Games Episode 4,,,,,
Doctor Who: The Eternity Clock,,,,,
Dodge,,,,,
Dodge 'Em,,,,,
Dodge Boy,,,,,
Dodge IT - Survive IT,,,,,
Dodge Racing: Charger vs Challenger,0.14,,,0.01,0.15
Dodge These Balls,,,,,
DodgeBall,,,,,
Dodgem Arena,,,,,
DodoGo!,,,,,
DodoGo! Challenge,,,,,
DodoGo! Robo,,,,,
Dog Star Adventure,,,,,
Dog's Life,0.21,0.16,,0.05,0.42
DogFighter,,,,,
Dogfight 1942,,,,,
Doggie Daycare,,,,,
Dogimegi Inryoku-chan,,,,,
Dogs of War,,,,,
Doguu Senki: Haou,,,,,
Dogz,0.95,0.18000000000000002,,0.05,1.19
Dogz (1995),,,,,
Dogz 2,,,,,
Dogz 3,,,,,
Dogz 4,,,,,
Dogz 5,,0.0,,0.0,0.0
Dogz Fashion,0.0,0.0,,0.0,0.01
Dogz II,,,,,
Dogz II & Catz II,,,,,
Dokapon 3-2-1: Arashi o Yobu Yuujou,,,,,
Dokapon DX: Wataru Sekai wa Oni Darake,,,,,
Dokapon Gaiden: Honoo no Audition,,,,,
Dokapon Journey,0.05,,,0.0,0.05
Dokapon Journey (JP sales),,,0.01,,0.01
Dokapon Kingdom,0.16999999999999998,0.04,0.02,0.02,0.24
Dokapon Kingdom (JP sales),,,0.0,,0.0
Dokapon the World,,,,,
Dokapon: Monster Hunter,0.0,0.0,,0.0,0.0
Dokapon?! Millennium Quest,,,,,
Dokee and the Musical Rain,,,,,
Doki Doki Idol Star Seeker Remix,,,,,
Doki Doki Literature Club,,,,,
Doki Doki On Air,,,,,
Doki Doki On Air 2,,,,,
Doki Doki Poyatachio!!,,,,,
Doki Doki Pretty League,,,,,
Doki Doki Pretty League: Lovely Star,,,,,
Doki Doki Pretty League: Nekketsu Otome Seishunki,,,,,
Doki Doki Shutter Chance,,,,,
Doki Doki! PreCure Narikiri Life!,,,0.04,,0.04
Doki Majo Plus,,,0.02,,0.02
Doki Oki,,,0.02,0.0,0.03
Doki-Doki Universe,0.0,0.01,,0.0,0.01
DokiDoki Majo Shinpan!,,,0.05,,0.05
DokiDoki Majo Shinpan! 2,,,0.03,,0.03
DokiDoki Penguin Land (MN),,,,,
Doko Demo Issho,,,0.1,,0.1
Doko Demo Issho: Let's Gakkou!,,,0.04,,0.04
Doko Demo Issyo,,,1.0,0.07,1.07
Doko Demo Issyo Tsuika Disc: Koneko Mo Issyo,,,,,
Doko Demo Raku Raku! DS Kakeibo,,,,,
Dokodemo Hamster,,,,,
Dokodemo Hamster 2,,,,,
Dokodemo Hamster 3: O Dekake Safuran,,,,,
Dokodemo Hamster 4: Doki Doki Sugoroku Daibouken!,,,,,
Dokodemo Hamster B! Quick Club,,,,,
Dokodemo Taikyoku: Yakuman Advance,,,,,
DokuSui: DokiDoki Suikoden,,,0.01,,0.01
Dokuro,,,0.01,,0.01
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,,,0.04,,0.04
Dolmus Driver,,,,,
Dolphin,0.27,0.02,,0.0,0.29
Dolucky no Kusayakiu,,,,,
Dolucky no Puzzle Tour '94,,,,,
Dolucky's A-League Soccer,,,,,
Domina,,,,,
Domination,,,,,
Dominions 3: The Awakening,,,,,
Domino Master,,,,,
Domino Rally,0.05,0.0,,0.0,0.05
Domo-Kun no Fushigi Terebi,,,,,
Don Bradman Cricket 14,0.01,0.15,,0.02,0.19
Don Bradman Cricket 17,,,,,
Don Doko Don,,,,,
Don Doko Don 2,,,,,
Don Doko Don! Manatsu Noko Fundo,,,,,
Don King Boxing,0.2,0.12000000000000001,,0.03,0.34
Don King Presents: Prizefighter,0.14,0.08,,0.02,0.25
Don't Call Me Skyfish,,,,,
Don't Crash,,,,,
Don't Cross the Line,,,,,
Don't Fear The Sweeper,,,,,
Don't Feed The Animals,,,,,
Don't Feed the Trolls,,,,,
Don't Knock Twice,0.02,,,0.01,0.03
Don't Shoot the Puppy,,,,,
Don't Starve,0.04,,,0.01,0.05
Don't Starve: Giant Edition,0.04,,,0.0,0.04
Don't be nervous talking to Girls,,,,,
Don-Chan Puzzle: Hanabi de Don,,,,,
DonPachi,,,,,
Donald Land,,,,,
Donald Trump's Real Estate Tycoon,,,,,
Donald in Maui Mallard,,,,,
Donguri Adventure,,,,,
Donkey (DONKEY.BAS),,,,,
Donkey Kong,1.36,0.08,,0.02,1.47
Donkey Kong (FDS),,,,,
Donkey Kong 3,,,,,
Donkey Kong 64,,,,,
Donkey Kong Barrel Blast,0.19,0.26,0.11,0.06,0.62
Donkey Kong Classics,,,,,
Donkey Kong Country,,,,,
Donkey Kong Country 2,0.79,0.27,0.12,0.04,1.23
Donkey Kong Country 2: Diddy's Kong Quest,,,,,
Donkey Kong Country 3,0.45,0.17,0.14,0.01,0.77
Donkey Kong Country 3: Dixie Kong's Double Trouble!,,,,,
Donkey Kong Country Returns,,,,,
Donkey Kong Country Returns 3D,,,,,
Donkey Kong Country: Tropical Freeze,,,,,
Donkey Kong GB: Dinky Kong & Dixie Kong,,,0.28,0.0,0.28
Donkey Kong Jr.,,,,,
Donkey Kong Jr. (FDS),,,,,
Donkey Kong Jr. Math,,,,,
Donkey Kong Jungle Beat,0.84,0.22,0.24,0.04,1.34
Donkey Kong Jungle Climber,0.25,0.03,0.24,0.03,0.55
Donkey Kong Junior,0.9,0.05,,0.01,0.97
Donkey Kong Land,,,,,
Donkey Kong Land 2,,,,,
Donkey Kong Land III,,,,,
Donkey Konga,,,,,
Donkey Konga 1+2 Pack,,,,,
Donkey Konga 2,0.3,0.08,,0.01,0.39
Donkey Konga 3: Tabe-houdai! Haru Mogitate 50 Kyoku,,,,,
Donkey Xote,,,,,
Donut County,,,,,
Donut Dash!,,,,,
Donut Yum!,,,,,
Dood's Big Adventure,0.22,0.01,,0.02,0.25
Doodle Attack,,,,,
Doodle Dash!,,,,,
Doodle Hex,,0.03,,0.0,0.03
Doodle Jump,,,,,
Doodle Pool,,,,,
Doodleman,,,,,
Doom,0.57,0.33999999999999997,,0.05,0.9600000000000001
Doom & Destiny,,,,,
Doom (2016),2.04,2.44,0.05,0.66,5.18
Doom 3,0.85,0.43,,0.06,1.34
Doom 3 BFG Edition,0.54,0.37,,0.14,1.06
Doom 3: Resurrection of Evil,0.53,0.15,,0.03,0.71
Doom 64,0.38,0.08,,0.01,0.47
Doom Collector's Edition,,0.0,,0.0,0.0
Doom Eternal,,,,,
Doom II,2.0799999999999996,1.41,,0.16,3.65
Doom Rails,,,,,
Doom Troopers,,,,,
Doomdark's Revenge,,,,,
Doomsday Racers,,,,,
Doomsday Warrior,,,,,
Door Door,,,,,
Door Kickers,,,,,
Door Kickers: Action Squad,,,,,
Doorways: The Underworld,,,,,
Doppler,,,,,
Dora & Kai-Lan's Pet Shelter,0.08,0.01,,0.01,0.1
Dora The Explorer: Dora Saves the Snow Princess,0.6799999999999999,0.16999999999999998,,0.09,0.9400000000000001
Dora the Explorer Adventure 3-Pack,,,,,
Dora the Explorer Double Pak,0.0,0.0,,0.0,0.0
Dora the Explorer: Animal Adventures,,,,,
Dora the Explorer: Backpack Adventure,,,,,
Dora the Explorer: Barnyard Buddies,,,,,
Dora the Explorer: Candy Land,,,,,
Dora the Explorer: Dance to the Rescue,,0.0,,0.0,0.0
Dora the Explorer: Dora Puppy,0.39,0.01,,0.03,0.43
Dora the Explorer: Dora Saves the Crystal Kingdom,0.29,0.04,,0.03,0.35
Dora the Explorer: Dora Saves the Mermaids,1.03,0.060000000000000005,,0.1,1.17
Dora the Explorer: Dora Saves the Snow Princess,0.26,0.16,,0.04,0.46
Dora the Explorer: Dora's World Adventure!,,,,,
Dora the Explorer: Game Boy Advance Video Volume 1,0.18,0.07,,0.0,0.26
Dora the Explorer: Journey to the Purple Planet,0.21,0.11,,0.03,0.36
Dora the Explorer: Lost City Adventure,,,,,
Dora the Explorer: Lost and Found Adventure,,,,,
Dora the Explorer: Super Spies,0.44,0.16,,0.01,0.61
Dora the Explorer: Super Star Adventures,0.17,0.06,,0.0,0.24
Dora the Explorer: The Search for Pirate Pig's Treasure,0.19,0.07,,0.0,0.26
Dora the Explorer: World Adventure!,,,,,
Dora's Big Birthday Adventure,0.19,0.03,,0.02,0.23
Dora's Cooking Club,0.08,0.01,,0.01,0.1
DoraMoji: Nobita no Kanji Daisakusen,,,0.04,,0.04
DoraSlot: Hana Hana Matsuri Da!!,,,,,
Dorabase 2: Nettou Ultra Stadium,,,0.12,,0.12
Dorabase DS: Dramatic Stadium,,,0.21,,0.21
Doraemon,,,1.15,0.0,1.15
Doraemon 2: Animal Wakusei Densetsu,,,,,
Doraemon 2: Nobita no Toizurando Daibouken,,,0.05,0.0,0.05
Doraemon 2: Nobita to Hikari no Shinden,,,,,
Doraemon 2: SOS! Otogi no Kuni,,,,,
Doraemon 3: Makai no Dungeon,,,,,
Doraemon 3: Nobi Dai no Machi SOS!,,,0.09,0.06,0.15
Doraemon 3: Nobita to Toki no Hougyoku,,,,,
Doraemon 4: Nobita to Toki no Okoku,,,0.06,0.0,0.06
Doraemon Dokodemo Walker,,,,,
Doraemon Kart,,,,,
Doraemon Kart 2,,,,,
Doraemon Memories: Nobi Dai no Omoi Izaru Daibouken,,,,,
Doraemon Minna de Yuubou!,,,,,
Doraemon Nobita No Dorabian Night (CD),,,,,
Doraemon Nobita No Dorabian Night (Card),,,,,
Doraemon Nobita to 3 Tsu no Seirei Ishi,,,,,
Doraemon Quiz Boy,,,,,
Doraemon Quiz Boy 2,,,,,
Doraemon Wii: Himitsu Douguou Ketteisen!,,,0.01,,0.01
Doraemon Yuujou Densetsu,,,,,
Doraemon no GameBoy de Asobouyo DX10,,,,,
Doraemon no Study Boy: Gakushuu Kanji Game,,,,,
Doraemon no Study Boy: Kanji Yomikaki Master,,,,,
Doraemon no Study Boy: Kuku Game,,,,,
Doraemon the Movie: Nobita no Nankyoku Kachikochi Daibouken,,,0.04,,0.04
Doraemon: Aruke Aruke Labyrinth,,,,,
Doraemon: Giga Zombie no Gyakushuu,,,,,
Doraemon: Himitsu no Yojigen Pocket,,,,,
Doraemon: Kimito Pet no Monogatari,,,,,
Doraemon: Midori no Wakusei Doki Doki Daikyuushuutsu!,,,,,
Doraemon: Nobi Futo to Fukkatsu no Hoshi,,,,,
Doraemon: Nobita and the Island of Miracles,,,0.08,,0.08
Doraemon: Nobita no Kyouryuu 2006 DS,,,0.05,,0.05
Doraemon: Nobita no Shin Makai Daibouken DS,,,0.07,,0.07
Doraemon: Nobita no Takarajima,,,0.03,,0.03
Doraemon: Nobita no Uchuu Eiyuuki,,,0.07,,0.07
Doraemon: Nobita to Himitsu Dougu Hakubutsukan,,,0.07,,0.07
Doraemon: Nobita to Midori no Kyojinden DS,,,0.09,,0.09
Doraemon: Nobita to Yousei no Kuni,,,,,
Doraemon: Nobita's Chronicle of the Moon Exploration,,,,,
Doraemon: Nobita's Story of Seasons,,,,,
Doraemon: Nobitaito Fukkatsu no Hoshi,,,,,
Doraemon: Nora no Suke no Yabou,,,,,
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,,,0.04,,0.04
